Latency,Arrival Time
0.04428928078684728,0.04428928078684728
0.04341081986668943,0.04440833485815664
0.043957285134292826,0.04495501157106346
0.04358515624738206,0.045248402023065445
0.0434708652560102,0.045427501483695565
0.04367278917070523,0.04580852485902072
0.04407552843734894,0.04659228750098958
0.04472250731985577,0.04802302902546528
0.04542852425712017,0.05015978748720538
0.043410819866689425,0.050278841558514725
0.04534385954780798,0.052263216149490116
0.04429017774422406,0.053261628098334096
0.04357140881379597,0.053541271116749986
0.043699887030483046,0.05394939235185296
0.04627386653674223,0.056931493093215116
0.043986910524822766,0.05762663782265781
0.04547071629777634,0.059805588325054074
0.047156478940051934,0.06367030146972594
0.04345606844147923,0.06383460411582509
0.043410819866689425,0.06395365818713444
0.04363583687382508,0.06425231946924197
0.04718288803872847,0.06814344171259036
0.044699991820632286,0.06955166773784256
0.04546804155284976,0.07172794349531224
0.043992550337523556,0.07242872803745572
0.045436065004953126,0.07457302724702876
0.04661840111690764,0.07789966256855631
0.04584095426753761,0.08044885104071384
0.04390017849569146,0.0810572637410252
0.046170445077954,0.08393594302359912
0.04349317329372515,0.0841373505219442
0.04438986035304759,0.0852354450796117
0.0477144668702069,0.08965814615443851
0.043731335665454535,0.09009771602451297
0.043862296809416536,0.09066824703854942
0.04454222113861121,0.09191870238178057
0.043585097066935766,0.09221203365333627
0.04493684495332151,0.09385711281127772
0.043491336318880386,0.09405668333477804
0.04427989951321711,0.09504481705261508
0.04548324100076746,0.09723629225800248
0.04530680031513436,0.09925132677775678
0.04863991346574167,0.10459947444811839
0.04356515663345004,0.10487286528618839
0.04356902202673474,0.10515012151754308
0.04633658368506882,0.10819493940723185
0.04814302113379437,0.11304619474564619
0.04726292861619258,0.11701735756645873
0.04408498034504685,0.11781057211612554
0.043873357276070266,0.11839216359681577
0.047473798315624705,0.12257419611706044
0.0453048595803455,0.1245872899020259
0.0450887086723874,0.12638423277903327
0.04351707426339087,0.1266095412470441
0.04881088715343031,0.13212866260509437
0.04379187219635891,0.13262876900607326
0.044867814736611625,0.13420481794730485
0.04341081986668936,0.13432387201861418
0.045066603660890533,0.13598496952715639
0.04402285439591924,0.13671605812769558
0.04467596506219208,0.13810025739450763
0.04410890248480907,0.13891739408393666
0.047713246687668145,0.14333887497622477
0.043410819866689404,0.14345792904753413
0.048192869704265354,0.14826945985677456
0.04364143473921746,0.14861912880061195
0.04356443031503168,0.14889179332026356
0.04827751759573734,0.15387754512062082
0.04549792588302179,0.15608370520826254
0.04341798635679041,0.15620992576967285
0.04589531251786619,0.15881347249215896
0.04803207093204927,0.16355377762882814
0.043537072252495826,0.16379908408594385
0.04341081986668946,0.1639181381572532
0.043492753319513355,0.16403719222856256
0.04356270745048736,0.1641562462998719
0.04381425923639237,0.16446088032198583
0.04472256476223799,0.1658916792888437
0.04477951577711199,0.16737942927057559
0.04670308927329134,0.1707907527484868
0.04974924274906206,0.17724822970216872
0.04419904969088134,0.17815551359766993
0.04697369011257568,0.18183743791486548
0.04479370086517531,0.18333937298466066
0.04341081986668949,0.18345842705597
0.04353090280930408,0.18369273096438882
0.04376465219102013,0.18416561736002882
0.044808241218669914,0.1856820927833186
0.04341081986668949,0.18580114685462795
0.04350651601179609,0.1859202009259373
0.04961334072719237,0.19216510830428235
0.04490141768355982,0.19377476019246204
0.04676010608895034,0.19724310048603225
0.04379871929698978,0.1977500539876419
0.04455022493876479,0.19900851313102655
0.04508022557627972,0.20079697291192614
0.04360702758153831,0.2011122346980843
0.04341081986668949,0.20123128876939367
0.04349521102423054,0.20135034284070302
0.044523309439683995,0.2025126394071181
0.04501510573305151,0.2042359793447895
0.04399754470575523,0.20494175825516459
0.051565282998616124,0.21321527545840058
0.04386071908471739,0.21378422874773784
0.04341864884756538,0.2139111117999231
0.04414613131550807,0.21476547732005102
0.0451283290289034,0.2166020405535743
0.04341904813913766,0.21672932289733182
0.043849175787078976,0.21728673288903066
0.04631144885982988,0.2203064159534804
0.04466665531975203,0.2216813054778523
0.043856642555584024,0.2222461822380562
0.0434179090061145,0.22237232544879057
0.045747212970597056,0.2248277726240075
0.04602619689815343,0.2275622037267808
0.048260499319453753,0.2325309372508544
0.048793659029352454,0.23803283048482674
0.044795421936672575,0.23953648662611918
0.04786198974254785,0.2441067105732869
0.04500564923508088,0.24582059401298764
0.04810948353776892,0.25063831175537643
